Color_Beige,Color_Black,Color_Blue,Color_Green,Color_Grey,Color_Red,Color_Silver,Color_Violet,Color_White,Color_Yellow,Fuel_CNG,Fuel_Diesel,Fuel_Petrol,Age_08_04,KM,HP,Met_Color,Automatic,CC,Doors,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Parking_Assistant,Tow_Bar,Price
0,0,0,0,0,0,1,0,0,0,0,0,1,14,17896,110,1,1,1600,4,5,85,1150,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,20950
0,0,0,0,1,0,0,0,0,0,0,0,1,20,17300,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,17200
0,1,0,0,0,0,0,0,0,0,0,0,1,19,17038,110,0,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,19950
0,1,0,0,0,0,0,0,0,0,0,0,1,10,13747,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,18450
0,0,0,0,0,0,1,0,0,0,0,0,1,12,13634,110,1,0,1600,5,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,19500
0,1,0,0,0,0,0,0,0,0,0,0,1,13,13178,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,21750
0,0,1,0,0,0,0,0,0,0,0,0,1,15,13157,97,1,0,1400,4,5,85,1085,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16868
0,0,0,0,1,0,0,0,0,0,0,0,1,16,13000,110,1,0,1600,4,5,85,1105,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,19500
0,0,1,0,0,0,0,0,0,0,0,0,1,11,12500,110,1,0,1600,5,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,18900
0,0,0,0,1,0,0,0,0,0,0,0,1,17,11999,110,1,0,1600,5,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,19750
0,0,0,0,1,0,0,0,0,0,0,0,1,16,11754,110,0,1,1600,5,5,100,1180,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,19750
0,0,1,0,0,0,0,0,0,0,0,0,1,16,11000,110,1,0,1600,4,5,85,1105,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,18950
0,0,0,0,0,0,1,0,0,0,0,0,1,17,10000,110,0,0,1598,5,5,85,1105,0,1,12,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,20750
0,0,0,0,0,0,1,0,0,0,0,0,1,9,7650,110,1,0,1600,5,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,19600
0,0,0,0,0,0,1,0,0,0,0,0,1,14,6500,110,1,0,1600,4,5,85,1100,0,1,28,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,19500
0,0,1,0,0,0,0,0,0,0,0,0,1,11,6155,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,17650
0,0,1,0,0,0,0,0,0,0,0,0,1,14,6000,110,0,0,1600,5,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,19950
0,0,0,0,1,0,0,0,0,0,0,0,1,14,5459,110,1,0,1600,5,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,19950
0,0,0,0,0,0,1,0,0,0,0,0,1,14,5278,110,1,1,1600,4,5,85,1150,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,20950
0,1,0,0,0,0,0,0,0,0,0,0,1,12,5000,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,20500
0,0,0,0,0,0,1,0,0,0,0,0,1,9,1,98,1,0,1400,4,5,19,1065,0,0,36,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,17795
0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,110,1,0,1600,5,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,18245
0,0,1,0,0,0,0,0,0,0,0,0,1,8,11000,110,1,0,1600,5,5,85,1130,0,1,24,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,23750
0,1,0,0,0,0,0,0,0,0,0,0,1,8,10077,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,19500
0,0,0,0,1,0,0,0,0,0,0,0,1,8,10000,97,1,0,1400,5,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,18950
0,0,0,0,0,0,1,0,0,0,0,0,1,8,9788,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,21950
0,1,0,0,0,0,0,0,0,0,0,0,1,8,8574,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,19950
0,0,0,0,1,0,0,0,0,0,0,0,1,8,7000,110,0,0,1600,5,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,18950
0,0,0,0,1,0,0,0,0,0,0,0,1,7,6250,110,1,0,1600,5,5,85,1115,0,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,19950
0,0,0,0,1,0,0,0,0,0,0,0,1,8,5000,110,1,0,1600,5,5,85,1130,0,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,21950
0,1,0,0,0,0,0,0,0,0,0,0,1,6,3000,110,0,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,22500
0,0,0,0,0,1,0,0,0,0,0,0,1,7,2000,110,0,0,1600,5,5,19,1075,0,1,24,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,18500
0,0,0,0,1,0,0,0,0,0,0,0,1,7,450,97,1,0,1400,5,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,18700
0,0,1,0,0,0,0,0,0,0,0,0,1,2,225,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,21125
0,0,1,0,0,0,0,0,0,0,0,0,1,2,15,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,21500
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,98,1,0,1400,4,5,19,1100,0,0,36,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,17795
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,110,1,0,1600,5,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,18245
0,0,0,0,0,0,0,0,1,0,0,1,0,43,243000,69,0,0,1900,3,5,185,1110,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,6950
0,0,0,0,0,1,0,0,0,0,0,1,0,38,180638,90,0,0,2000,4,5,210,1160,0,1,3,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,9500
0,0,1,0,0,0,0,0,0,0,0,1,0,40,179860,90,1,0,2000,5,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,11950
0,0,0,0,0,0,0,0,1,0,1,0,0,43,178858,110,0,0,1600,3,5,197,1084,0,1,3,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,7750
0,0,0,0,1,0,0,0,0,0,0,1,0,40,161000,69,1,0,1900,3,5,185,1105,0,1,3,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,11950
0,0,0,0,0,0,0,0,1,0,0,1,0,44,158320,69,0,0,1800,5,5,64,1110,0,0,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4350
0,0,0,0,0,0,1,0,0,0,0,1,0,44,131273,69,1,0,1800,5,5,64,1110,0,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4750
0,0,0,0,0,1,0,0,0,0,0,1,0,40,130062,69,1,0,1900,5,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,11750
0,0,1,0,0,0,0,0,0,0,0,1,0,41,123425,69,1,0,1900,5,5,185,1140,0,1,3,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,13250
0,0,0,0,0,1,0,0,0,0,0,0,1,37,118217,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,11950
0,0,0,0,0,0,1,0,0,0,0,1,0,44,110000,69,1,0,1900,5,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,11900
0,0,1,0,0,0,0,0,0,0,0,1,0,39,108847,90,1,0,2000,5,5,210,1205,0,1,3,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,14750
0,0,0,0,1,0,0,0,0,0,0,0,1,42,105699,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,9950
0,0,1,0,0,0,0,0,0,0,1,0,0,39,98823,110,1,0,1600,5,5,197,1119,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,11950
0,0,0,0,0,1,0,0,0,0,0,0,1,44,96829,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,11495
0,0,0,0,0,1,0,0,0,0,0,0,1,40,96518,97,1,0,1400,3,5,69,1025,0,1,12,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,11250
0,0,0,0,1,0,0,0,0,0,0,0,1,42,92204,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,10500
0,0,0,0,0,1,0,0,0,0,0,1,0,35,91456,69,1,0,1900,3,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,10450
0,0,0,1,0,0,0,0,0,0,0,1,0,43,89968,69,1,0,1900,5,5,185,1140,0,0,3,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,12950
0,1,0,0,0,0,0,0,0,0,0,0,1,44,89757,110,1,0,1600,3,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,11500
0,0,0,0,0,0,1,0,0,0,0,0,1,40,85389,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,12500
0,0,0,0,0,1,0,0,0,0,0,0,1,43,85017,97,0,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,10950
0,0,0,0,1,0,0,0,0,0,0,0,1,41,84312,110,0,0,1600,5,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,11450
0,0,0,1,0,0,0,0,0,0,1,0,0,37,82743,110,1,0,1600,5,5,197,1121,1,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,11950
0,1,0,0,0,0,0,0,0,0,0,1,0,41,81106,69,1,0,1900,5,5,185,1140,0,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,13250
0,0,0,0,1,0,0,0,0,0,0,1,0,40,80425,90,1,0,2000,5,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,14750
0,0,1,0,0,0,0,0,0,0,0,0,1,34,78677,110,1,1,1600,5,5,85,1105,0,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,11790
0,0,1,0,0,0,0,0,0,0,0,0,1,40,78425,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,11450
0,0,0,0,1,0,0,0,0,0,0,1,0,33,78108,90,1,0,2000,3,5,210,1170,1,1,3,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,13500
0,0,0,0,1,0,0,0,0,0,0,0,1,33,77321,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,10950
0,0,0,1,0,0,0,0,0,0,0,1,0,33,75699,69,0,0,1900,3,5,185,1105,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,13500
0,0,0,0,0,0,1,0,0,0,0,0,1,41,75697,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,10950
0,1,0,0,0,0,0,0,0,0,0,0,1,44,74846,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,10950
0,1,0,0,0,0,0,0,0,0,0,0,1,38,74319,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,12950
0,0,1,0,0,0,0,0,0,0,0,0,1,43,74285,110,1,0,1600,5,5,85,1075,0,1,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11950
0,1,0,0,0,0,0,0,0,0,0,0,1,44,74172,110,1,0,1600,5,5,163,1615,1,1,3,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,12450
0,0,1,0,0,0,0,0,0,0,0,0,1,40,73042,110,1,0,1598,5,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,11950
0,0,0,0,0,1,0,0,0,0,1,0,0,44,71793,110,1,0,1600,4,5,197,1067,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,14950
0,0,0,1,0,0,0,0,0,0,0,0,1,35,71200,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,12450
0,0,1,0,0,0,0,0,0,0,0,0,1,38,67805,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,12950
0,0,1,0,0,0,0,0,0,0,0,0,1,35,65988,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,11950
0,0,0,0,0,1,0,0,0,0,0,0,1,34,65345,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,11690
0,0,0,0,0,0,1,0,0,0,0,0,1,42,64564,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,12450
0,0,0,1,0,0,0,0,0,0,0,0,1,36,63459,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,12750
0,1,0,0,0,0,0,0,0,0,0,0,1,44,63451,97,0,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,11925
0,0,0,1,0,0,0,0,0,0,0,0,1,33,62000,110,1,0,1600,5,5,19,1075,1,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,12950
0,0,1,0,0,0,0,0,0,0,0,0,1,42,61300,97,1,0,1400,3,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,11950
0,0,1,0,0,0,0,0,0,0,0,0,1,41,61200,110,1,0,1600,3,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,12900
0,0,0,0,0,1,0,0,0,0,0,0,1,41,61000,110,0,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,11900
0,0,1,0,0,0,0,0,0,0,0,0,1,38,60829,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,11650
0,0,0,0,0,1,0,0,0,0,0,0,1,44,60500,110,0,0,1600,5,5,85,1075,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10950
0,0,0,0,0,0,1,0,0,0,0,1,0,35,59500,69,1,0,1900,3,5,64,1110,1,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,13950
0,0,0,0,1,0,0,0,0,0,0,0,1,44,59000,110,0,1,1600,5,5,85,1110,0,1,3,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,13950
0,0,0,1,0,0,0,0,0,0,0,0,1,40,58954,110,1,0,1600,5,5,85,1080,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,11950
0,0,0,0,1,0,0,0,0,0,0,0,1,38,58798,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,10950
0,1,0,0,0,0,0,0,0,0,0,0,1,38,58363,110,1,0,1600,3,5,85,1055,0,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,12450
0,0,0,0,1,0,0,0,0,0,0,0,1,43,58277,110,1,0,1600,3,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,11950
0,0,0,1,0,0,0,0,0,0,0,1,0,33,57711,90,1,0,2000,3,5,210,1165,1,1,3,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,13500
0,0,0,1,0,0,0,0,0,0,0,0,1,33,57269,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,11690
0,1,0,0,0,0,0,0,0,0,0,0,1,39,56001,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,13500
0,0,1,0,0,0,0,0,0,0,0,0,1,42,55968,110,0,0,1600,3,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,11950
0,0,1,0,0,0,0,0,0,0,0,0,1,39,55678,110,1,0,1600,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,12900
0,0,0,0,0,1,0,0,0,0,0,0,1,43,55539,110,1,0,1600,5,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,13500
0,0,0,0,0,1,0,0,0,0,0,0,1,42,55400,110,0,0,1600,5,5,85,1075,1,1,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,11750
0,0,0,1,0,0,0,0,0,0,0,0,1,33,55350,110,0,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,11750
0,0,1,0,0,0,0,0,0,0,0,0,1,43,54600,110,0,0,1600,4,5,69,1030,1,1,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,10850
0,0,0,0,1,0,0,0,0,0,0,0,1,43,53773,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,11750
0,0,0,0,1,0,0,0,0,0,0,0,1,42,53719,110,1,1,1600,5,5,85,1105,1,1,3,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,14950
0,0,0,1,0,0,0,0,0,0,0,0,1,39,53644,110,1,0,1600,5,5,19,1075,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9940
0,1,0,0,0,0,0,0,0,0,0,0,1,42,53350,110,0,0,1600,5,5,85,1075,1,1,12,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12900
0,0,0,0,0,0,1,0,0,0,0,0,1,38,53000,110,1,0,1600,5,5,85,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,13500
0,0,0,0,0,0,0,0,0,1,0,0,1,44,52084,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,11750
0,1,0,0,0,0,0,0,0,0,0,0,1,44,52000,97,0,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,11950
0,0,0,1,0,0,0,0,0,0,0,0,1,33,51945,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,13450
0,0,0,1,0,0,0,0,0,0,0,0,1,41,51732,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,11950
0,0,1,0,0,0,0,0,0,0,0,0,1,39,50873,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,12495
0,0,0,1,0,0,0,0,0,0,0,0,1,41,50856,110,0,0,1600,4,5,69,1030,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,13500
0,0,1,0,0,0,0,0,0,0,0,0,1,40,50640,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,12750
0,1,0,0,0,0,0,0,0,0,0,0,1,39,50000,97,1,0,1400,5,5,85,1060,0,0,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,12000
0,0,1,0,0,0,0,0,0,0,0,0,1,38,49500,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,11950
0,0,0,0,0,1,0,0,0,0,0,0,1,44,49332,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,12495
0,1,0,0,0,0,0,0,0,0,0,0,1,34,49291,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,12450
0,0,1,0,0,0,0,0,0,0,0,1,0,40,48952,90,1,0,2000,5,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,14750
0,0,0,0,0,1,0,0,0,0,0,0,1,39,48945,110,0,0,1600,3,5,69,1040,0,1,3,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,10950
0,0,0,0,1,0,0,0,0,0,0,1,0,33,48928,69,1,0,1900,3,5,185,1105,1,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,13500
0,1,0,0,0,0,0,0,0,0,0,0,1,38,48197,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,12950
0,0,0,0,1,0,0,0,0,0,0,1,0,35,48052,69,1,0,1900,3,5,185,1105,1,1,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,13500
0,0,1,0,0,0,0,0,0,0,0,0,1,34,48011,110,1,0,1600,4,5,69,1030,1,1,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,13450
0,0,0,0,0,1,0,0,0,0,0,0,1,43,48000,110,1,0,1600,5,5,85,1075,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13500
0,0,0,0,1,0,0,0,0,0,0,0,1,41,47350,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,11480
0,0,0,0,0,1,0,0,0,0,0,0,1,39,46821,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,13450
0,0,0,0,0,1,0,0,0,0,0,0,1,39,46694,110,0,0,1600,3,5,69,1040,1,1,3,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,11495
0,0,0,0,0,1,0,0,0,0,0,0,1,43,46515,97,0,0,1400,5,5,69,1025,0,0,12,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,12750
0,1,0,0,0,0,0,0,0,0,0,0,1,38,46327,110,1,0,1600,3,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,14990
0,0,0,1,0,0,0,0,0,0,0,0,1,35,46304,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,12950
0,0,0,1,0,0,0,0,0,0,0,0,1,40,45886,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,12950
0,0,1,0,0,0,0,0,0,0,0,0,1,39,45713,97,1,0,1400,5,5,19,1085,0,1,6,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,12850
0,0,0,0,1,0,0,0,0,0,0,0,1,40,45600,110,1,1,1600,5,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,13950
0,0,0,0,0,1,0,0,0,0,0,0,1,41,45287,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,11950
0,0,0,0,1,0,0,0,0,0,0,0,1,39,45081,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,12950
0,0,0,1,0,0,0,0,0,0,0,0,1,40,44830,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,11700
0,0,0,0,0,1,0,0,0,0,0,0,1,37,44757,97,0,0,1400,3,5,69,1025,0,1,3,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,9950
0,0,0,0,1,0,0,0,0,0,0,0,1,44,44218,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,11895
0,0,1,0,0,0,0,0,0,0,0,0,1,43,43632,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,12950
0,0,0,1,0,0,0,0,0,0,0,0,1,36,43427,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,12500
0,0,0,0,0,1,0,0,0,0,0,0,1,39,43254,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,13875
0,0,0,0,0,0,0,0,1,0,0,0,1,35,43000,110,0,0,1600,3,5,69,1050,0,1,3,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,10500
0,0,0,0,0,1,0,0,0,0,0,0,1,33,42823,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,12295
0,0,0,0,0,0,1,0,0,0,0,0,1,42,42560,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,13950
0,0,0,0,0,1,0,0,0,0,0,0,1,38,41754,110,0,0,1600,3,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,10950
0,0,0,1,0,0,0,0,0,0,1,0,0,44,41499,110,1,0,1600,5,5,197,1103,1,1,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,12950
0,0,1,0,0,0,0,0,0,0,0,0,1,40,41339,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,12850
0,0,0,0,1,0,0,0,0,0,0,0,1,35,41000,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,13995
0,0,0,0,1,0,0,0,0,0,0,0,1,39,40000,110,1,0,1600,3,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,13750
0,0,1,0,0,0,0,0,0,0,0,0,1,37,39757,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,12750
